y,x0,x1
3.1020670523118893e+04,1.0421561463894548e+02,1.1794261227377062e+02
5.3506469908138596e+00,1.2829773630027601e+00,1.1235708775668893e+00
3.3924985674955991e+02,1.1781910807301662e+01,1.4901536222292181e+01
1.2744467724681962e+02,1.1095769368508838e+01,1.9230464258287476e+01
1.0584137435823835e+02,9.0645421549792058e+00,1.4850347266507304e+01
2.1465736145367323e+03,3.9044211448213495e+01,6.3221016686866719e+01
1.3281484744200293e+02,2.2084221907531575e+01,4.2633173211405968e+01
9.5506375880311327e+02,1.9062457096853183e+01,2.2485620611174120e+01
2.2814556923748052e+02,1.9163959835346930e+01,3.5202686284346186e+01
3.7043031040080683e+02,1.4807221015133646e+01,2.2430176692420911e+01
4.0305648202496894e+02,2.5134354061501636e+01,4.6201882880943742e+01
2.0768973852645533e+02,1.0085055128511634e+01,1.3984320622093801e+01
3.0851401214597297e+02,2.0631764434132613e+01,3.6995012388297312e+01
1.0851016569650980e+02,1.0290666686807626e+01,1.7693245578588421e+01
1.1226601345407830e+03,2.8917320664528294e+01,4.7289332116690908e+01
9.3607222707802350e+02,1.9663200185454667e+01,2.5318409199008613e+01
3.4765682610070473e+02,2.9029557957609537e+01,5.5060137250207745e+01
1.0190205572756038e+04,6.5121189609630974e+01,8.0417824681333016e+01
1.4894303541849689e+02,1.6750730735438914e+01,3.1132964227404301e+01
5.4939293407425316e+02,2.9824866993124207e+01,5.4890430539388468e+01
6.4298025021627643e+02,2.5784583314162870e+01,4.4828285921956315e+01
6.4070571356992827e+04,1.5073100277965219e+02,1.5145132987863192e+02
6.0064597392406222e+02,3.2998881949764318e+01,6.1207276347240338e+01
4.1864207407075546e+03,4.9842839894744628e+01,7.5188719373918062e+01
3.0060501353385512e+03,3.5196113822435052e+01,4.5346371872279164e+01
2.1218154857275399e+03,3.0884477002605884e+01,4.1682016110270197e+01
2.4325649902264874e+02,8.8523894252539765e+00,8.2087263374164987e+00
1.5575267635259195e+02,8.0419458893237294e+00,9.9844554633286364e+00
1.7998289637223763e+03,2.3777400194519966e+01,2.2607092552235581e+01
6.2415600236832930e+01,4.7492558447833373e+00,5.1200333980829020e+00
2.1690725110891508e+03,2.8784398286545848e+01,3.3270857828046665e+01
1.6634874253417945e+02,8.8231445385992959e+00,1.2050197758892832e+01
3.0001213080182424e+02,2.9936792451931872e+01,5.7376482924926670e+01
1.4695780250836660e+02,1.1917411661772441e+01,2.0612347311304468e+01
8.4339253748268220e+03,7.4136988030034033e+01,1.1658518677594047e+02
8.3569157450349361e+04,1.6571544096270142e+02,1.5896150235424147e+02
2.2458410508064304e+02,1.7191717846344492e+01,3.0828543618974976e+01
1.6766608130625434e+03,3.7783624733519005e+01,6.3652486875773057e+01
1.5218939091848192e+03,4.1526697675753688e+01,7.2939710223988470e+01
2.7610088951512273e+02,1.2019397601347023e+01,1.7404782957270008e+01
1.3253749069658662e+02,1.0626808500666625e+01,1.8001012630002933e+01
3.1302138391708502e+02,2.0181092568437180e+01,3.6227888101150185e+01
2.2351437417903885e+03,2.8270391549396741e+01,3.1026205500346901e+01
1.7604971868753835e+03,3.2416073317799984e+01,4.9229338536043208e+01
1.8467450924306968e+02,1.7491063327205406e+01,3.2224717013234077e+01
2.9247326031553780e+02,2.3658131129130787e+01,4.4016942067617343e+01
2.4478008723057641e+02,1.7219673574649484e+01,3.0448596786423632e+01
6.6789368574020642e+01,4.7344041641400976e+00,4.8546123515361712e+00
3.8686538279468181e+02,3.2697420210144983e+01,6.2365714290038838e+01
1.1518853976650704e+04,5.9601419680252960e+01,5.3207236582924700e+01
5.8036178096038275e+04,1.4214920009465061e+02,1.4883924341920780e+02
4.8931154170440345e+02,1.6850813103005642e+01,2.5529733539619141e+01
1.0301636534786410e+02,6.0702843645314832e+00,6.5525553044397116e+00
5.9223765847428729e+02,2.4193470725533569e+01,4.1922478873676503e+01
1.7926458605670855e+03,3.0701545527555069e+01,4.3788677590300011e+01
1.5656214997718560e+03,2.4813428397341454e+01,3.0533237907930079e+01
4.9675103964931086e+03,4.6614637205061172e+01,5.9941610905829343e+01
2.9896698716324263e+03,4.2301201981347376e+01,6.2783756169506852e+01
1.6170225364557223e+02,6.9894167586674820e+00,6.2261029608852851e+00
1.4453479388093276e+04,8.4451117087959261e+01,1.1740368689250096e+02
1.3506118805330323e+02,1.5451486957793014e+01,2.8597350811592062e+01
1.4837977501880849e+02,9.4927682622203111e+00,1.4507994321026526e+01
1.0810066977870696e+02,7.5987790819204131e+00,1.0975936839664334e+01
2.4955455070131484e+02,2.2127122081288569e+01,4.1467591074153425e+01
1.8058539666974272e+02,2.0386711937236992e+01,3.8362442518058877e+01
1.8490118739129923e+03,4.1609220771859022e+01,7.1981436369983584e+01
3.7000494281840787e+01,3.8621778235588935e+00,4.4909447946298711e+00
1.0334312940858182e+05,1.7847439644046651e+02,1.5604588198779254e+02
6.3723495166364660e+02,1.7742771765102543e+01,2.5175849460660480e+01
1.3138936934554079e+03,2.5846730456554372e+01,3.6366795119698203e+01
3.2796427903026006e+03,5.0844655077523363e+01,8.4607611957805929e+01
9.3813637383609290e+01,5.3777071732803519e+00,4.8993057577101133e+00
6.4064407770165559e+01,5.3471308515807046e+00,7.1768207238398380e+00
1.3269540224434920e+02,7.0120542984781205e+00,8.0616202353846855e+00
9.7244648104980024e+03,6.6045218615927993e+01,8.9075879219230430e+01
1.6687580932967614e+02,1.6991679120535913e+01,3.1512745438544975e+01
2.0317393474305922e+04,9.1503287939466560e+01,1.1210744228224029e+02
2.0990429781408162e+02,1.3691714910943052e+01,2.3369326098373609e+01
3.9349914994471584e+02,1.7459268660045392e+01,2.8317530347943205e+01
1.1004161678804465e+02,6.1379336198092087e+00,6.0153264647461802e+00
2.9587374697349611e+02,1.5955736443490613e+01,2.6975376667288824e+01
4.4763145449860491e+02,1.2181288862288062e+01,1.3184915069088058e+01
1.8632965733570222e+02,1.7000574191848180e+01,3.1205353683839061e+01
2.1237848413115635e+03,2.6432296174935097e+01,2.6584166331394194e+01
3.4343528579464288e+02,1.7879828652843919e+01,3.0408901390448783e+01
4.8805519790921545e+02,2.6193602586143033e+01,4.7789564667002708e+01
2.7117291667103507e+02,9.8991282684326016e+00,1.0619437098927754e+01
9.6109480448491729e+02,2.3347099915568204e+01,3.4786880814961052e+01
1.9598876553786511e+04,8.8905505907778448e+01,1.0697325982039533e+02
9.5916466103086947e+01,8.1559014954594673e+00,1.3156632830179232e+01
3.4623938490548306e+02,1.5045614316546398e+01,2.3449403430891145e+01
3.1013969892823394e+02,1.3404073846429521e+01,2.0040608804876534e+01
1.7763731938316232e+02,7.5791637154502478e+00,7.4187676388737307e+00
9.1271215606163935e+02,2.2609981139674023e+01,3.4097941564744517e+01
6.7908213365927422e+03,6.0250184763848786e+01,8.7199603428657511e+01
8.2453349938370338e+03,7.3626676381070695e+01,1.1565264821631497e+02
6.0732293210261021e+04,1.4001986261481875e+02,1.4645259585427848e+02
8.7534993114531055e+04,1.7059647172996679e+02,1.6413553454260654e+02
3.3440272651145719e+03,4.8838200420449191e+01,7.8859684677968175e+01
8.2989343158355314e+02,2.6956429093054115e+01,4.5862123735404609e+01
1.0048721565846686e+01,1.7823813779004456e+00,1.5995037092944258e+00
8.1067542071573007e+02,1.9476294376638641e+01,2.5220716567314369e+01
4.3082503704212593e+02,3.1677948881024655e+01,5.9885936747295894e+01
3.8921719078207694e+01,3.5251136639351497e+00,3.2114053391843034e+00
2.3548194619130493e+02,1.4804305955020169e+01,2.5304470060335337e+01
1.5418569864470436e+02,2.0988157132929846e+01,3.9979050157582854e+01
1.0015117986826020e+03,2.0526294826486954e+01,2.5834937154438130e+01
2.6915652024376013e+03,3.6642916721815844e+01,5.2144290373532435e+01
2.0618294847622514e+02,9.3272991442132440e+00,1.2251471188659037e+01
1.2527603332944261e+03,3.2381173428269953e+01,5.4307237829302920e+01
3.9290788843210954e+01,4.2555777320219121e+00,5.8441843122967327e+00
5.7563788625033078e+02,2.9747498846337006e+01,5.4345002482890102e+01
3.3628988213645216e+03,3.9937331637677318e+01,5.4976811380085778e+01
9.7652275057944917e+03,6.1362994307721578e+01,7.3170982339191681e+01
4.9391709365462120e+03,4.6507174182110560e+01,6.1264562809581321e+01
2.4753417803549806e+02,1.7793755424871264e+01,3.1918388999616482e+01
2.6730758205734624e+03,3.3075865281346104e+01,4.1052499537300342e+01
7.8864724293210415e+01,5.5794412152981749e+00,6.9341371452222074e+00
1.5490500143551773e+02,2.0225303604370477e+01,3.8442728046838226e+01
1.9203456992512204e+02,1.1126261117557338e+01,1.7410045181585126e+01
1.3855385827603834e+03,3.4832110955435574e+01,5.8802775943780063e+01
5.9210639266331218e+03,6.5509819712727932e+01,1.0563948926276488e+02
1.7327659244004919e+03,3.5859180589585726e+01,5.8323226998559583e+01
1.7271284356147754e+02,8.6884215036551034e+00,1.1043489627135100e+01
2.1806438867501192e+03,3.8495969312600735e+01,6.1091199855566458e+01
1.9907479981994270e+03,2.6880691625413419e+01,2.7657872752049194e+01
2.0017754255322606e+02,1.5700858078960906e+01,2.7957472044612629e+01
2.6611109128827388e+02,1.9813155209871276e+01,3.6162067501502818e+01
1.3378403153974716e+03,2.5372000481196892e+01,3.5170448269204712e+01
2.6676953775125455e+01,3.0509643023889685e+00,3.5878937847137720e+00
6.0468053749514847e+03,4.6322818499261139e+01,4.8871378095648396e+01
1.7090668984658396e+02,2.0145081422764250e+01,3.8109507138493619e+01
8.3113119720605516e+02,1.9074739615363885e+01,2.5524112374619897e+01
7.5104696767493533e+02,2.1929627691517528e+01,3.4079212934677074e+01
3.1788550573973026e+02,2.9945956244785851e+01,5.7137329282072038e+01
1.4560151455491319e+04,7.6373648089616310e+01,9.3876260199397933e+01
8.3602694653838924e+01,6.9455503224950466e+00,1.0533073238294497e+01
1.6366361828418181e+04,9.4831808419619520e+01,1.3954263867220607e+02
6.5686159609556444e+03,6.3497070757139817e+01,9.8095049403301957e+01
1.4026094420398613e+02,7.8969120036049132e+00,1.0390647899391784e+01
1.0078328358371387e+02,7.0593052859341237e+00,9.8279179943115693e+00
3.2053941018769101e+03,3.6408357005485527e+01,4.6094578248290865e+01
2.3669620207899658e+04,8.7799944918525213e+01,8.1855318603311346e+01
7.7809077413348045e+04,1.5946349392506613e+02,1.6051617975877298e+02
1.9186042934747283e+02,1.2070562857403475e+01,1.9955599592527982e+01
2.1332237793669688e+03,2.8324247853238987e+01,3.4398289441267025e+01
4.3538566490132865e+02,2.9526293451129117e+01,5.4989223944804102e+01
6.6880043018178810e+01,4.6011506631785570e+00,4.3886915794533836e+00
1.3093276643415155e+02,1.0835999169729002e+01,1.8355659084182665e+01
2.4988690867583406e+02,1.5344178805232225e+01,2.6124473413667985e+01
7.7678229876297621e+02,2.9136248227880074e+01,5.1200475037780699e+01
2.4539677506212249e+02,2.0480057549866430e+01,3.7874008597642074e+01
5.3029584897554778e+04,1.3539614228510786e+02,1.4002244546733658e+02
1.9537011927095989e+03,3.7179016421805130e+01,5.9536934266278784e+01
1.4774135284194116e+02,7.5606677776427711e+00,8.9594985052133254e+00
7.0076124503755011e+02,1.5435945866858697e+01,1.6396445844604749e+01
1.4272256153925784e+02,1.8216202339760965e+01,3.4430603089366336e+01
9.8738272742309687e+02,3.1653681108580596e+01,5.5523050500979480e+01
1.6860838094568044e+02,9.8810337464278941e+00,1.4551357090419572e+01
1.3101517139253197e+01,2.0133094670069855e+00,1.8690456352912725e+00
7.9408482066488534e+02,2.4212762462056887e+01,3.9298951262501745e+01
7.0964512209445047e+02,2.2481348090605223e+01,3.5853436278909314e+01
1.4690045696572181e+03,2.6470942063421376e+01,3.6612988490934676e+01
1.7612339354393757e+03,4.5290729964665822e+01,8.0406711979884591e+01
3.8735808948771337e+03,5.0745966575904937e+01,8.0492502270477218e+01
2.5057144861494564e+02,1.5844598435735103e+01,2.7423387975570783e+01
1.4251342192324981e+02,1.2356036202501432e+01,2.1549913332864790e+01
2.7917120021825056e+04,1.0554507141498182e+02,1.3644880658287468e+02
1.2568384555851969e+02,8.6190568583339608e+00,1.3038527033505309e+01
8.7823413758093395e+01,8.7451801533320861e+00,1.4642759933236190e+01
4.3821977574230613e+02,3.0013647289489835e+01,5.6148269685470446e+01
2.8524054248269874e+02,2.5120715094143975e+01,4.7279351922954511e+01
9.5218961498387795e+00,1.7284828509531260e+00,1.6402923627230925e+00
3.1336808247661742e+02,2.4878131510910183e+01,4.6373510017358697e+01
7.9014937423208278e+02,1.7185824405740913e+01,1.8946895822450877e+01
2.6632113936583887e+03,4.2902004340533729e+01,6.8823245973312467e+01
2.1820274171358865e+03,4.4204699934037016e+01,7.5434643127576038e+01
3.4721763122265469e+02,1.2214438308201862e+01,1.5762755871552429e+01
2.8120776217497430e+04,9.5535233751326174e+01,9.4392817605735019e+01
6.5402160782585863e+00,1.4838808038211442e+00,1.4799453455380951e+00
3.2142766657660907e+01,3.6943644869729542e+00,4.6453077033175783e+00
8.0195829128935611e+02,2.4506668413372086e+01,3.9790628151752422e+01
1.9372134460477264e+02,1.9530454042206397e+01,3.6593196949160486e+01
2.0198609585651473e+03,4.6096753927608042e+01,7.9756273191377048e+01
8.5276884188178758e+02,1.7337321354063150e+01,1.8816349014797506e+01
4.7003745102111361e+02,1.3436159658833734e+01,1.6154950409988544e+01
4.1637618270627279e+01,4.2844372194202816e+00,5.8296292743815563e+00
4.1533449143714997e+03,5.0714149328520726e+01,7.8494882089271201e+01
1.6648330814397086e+04,7.1080901657561796e+01,6.7708887307788288e+01
8.3098747274289253e+03,6.5468826534027599e+01,9.3115079233600795e+01
7.5023895272958259e+02,1.8759509122164111e+01,2.5032391297431335e+01
2.2956315376880926e+01,2.9201994897577568e+00,3.4597058580890963e+00
9.1894735960059315e+03,5.4824196937457387e+01,4.8731650239902152e+01
4.2290085415716163e+01,3.7459625573672284e+00,3.8231970746691006e+00
5.9335269776912555e+03,5.1171657603353410e+01,6.8241395454221589e+01
8.0548246236284996e+01,6.5095046485967565e+00,9.6102938010008376e+00
1.8296896792899342e+03,3.3818597158735109e+01,5.2282753016912224e+01
6.7871822410288166e+02,2.2976708965562274e+01,3.7794828601976299e+01
1.9621351715910905e+03,2.6597666124643379e+01,2.8897160779887113e+01
6.7423248324126035e+01,5.9239357078342207e+00,8.5961776021420917e+00
4.3177893132414807e+04,1.3005584366547799e+02,1.5916150353215869e+02
3.7999364739991577e+01,3.7792687574249535e+00,4.1915585723902824e+00
3.3687423538725001e+04,1.1976131078604305e+02,1.5487998394780035e+02
2.5948025204191576e+03,4.8832308205971707e+01,8.3344757513650805e+01
5.0096045400790799e+03,4.0914435848280256e+01,3.9629923087054117e+01
9.1374211132602875e+02,2.0114383295031708e+01,2.6689358985944526e+01
1.7545649205533957e+02,7.8048819969085148e+00,8.4974947336502797e+00
2.9526823087426493e+02,2.1965623112844696e+01,4.0423893160435959e+01
2.7851593268906294e+02,2.3691867364263334e+01,4.4361626550115787e+01
4.3724273419862260e+02,1.2640820352051731e+01,1.4750737264430212e+01
8.2830729412374453e+01,5.0127776489625777e+00,4.4372104553046805e+00
6.8724575157513343e+01,5.9624548298438098e+00,8.6344182924576476e+00
3.9211883118833980e+03,4.9831606169726655e+01,7.7060634831761561e+01
1.3636875981755177e+01,2.2268926347717803e+00,2.4296247158014608e+00
1.2491120998436809e+04,6.3743667533139217e+01,6.2473930147643678e+01
2.9747649042729017e+02,2.0377053484640527e+01,3.6863968027308424e+01
2.1242102821887670e+03,2.5804062643173836e+01,2.4268099687849137e+01
1.6549339197451752e+03,3.7121750321854556e+01,6.1826875008785258e+01
2.0422904579249385e+02,8.2575889748809281e+00,7.9869624483527941e+00
2.3792103404201612e+02,2.3994508752415385e+01,4.5315609837592049e+01
2.1336916172523420e+03,4.7372104499568472e+01,8.2004876698050722e+01
2.3828368145706231e+03,3.6230906981390383e+01,5.3937508917606770e+01
7.5959903435577345e+01,5.1226418820544932e+00,5.0682614550582006e+00
2.9403346972499676e+03,4.9024417943397836e+01,8.1987045539202271e+01
3.4472897780455960e+03,4.7928631165040571e+01,7.5158543385680858e+01
9.8860960570599605e+02,2.7582742606963002e+01,4.5396168994117261e+01
2.6681211023843548e+02,1.5795312082717441e+01,2.7068263803506852e+01
1.2097689600659448e+03,2.1002349823003929e+01,2.4725002718969566e+01
1.0070405416446667e+02,8.0736810199723745e+00,1.2569197802673198e+01
1.0760486857398644e+03,2.0500471451078717e+01,2.3900700538764955e+01
7.5075927302320897e+03,5.5085066532940729e+01,6.8377103029411074e+01
6.7371828801283777e+02,3.1930773906750709e+01,5.8388302682833611e+01
1.0677461689297115e+02,7.0529051526838096e+00,9.6891919377877382e+00
1.4892140867006290e+02,1.2423147341528884e+01,2.1608296047719865e+01
4.7632750266950200e+02,3.2926532259321803e+01,6.2073693673913191e+01
4.6641484334819961e+03,4.3216658852881977e+01,5.2005607024110518e+01
2.2950698653249315e+01,2.8455046909096144e+00,3.0350947934681125e+00
6.1109589234379757e+02,1.6179719742735774e+01,2.0640624971278012e+01
1.6664671595370328e+03,3.5196751755280282e+01,5.6739637478546676e+01
4.4985953212833247e+03,4.4359980998626192e+01,5.7169265782119439e+01
9.7047408393664583e+01,6.3189100517325318e+00,7.7373577450156041e+00
7.2229403075408540e+04,1.5361106240896189e+02,1.6022556186215832e+02
8.3292720080925903e+01,5.0604988339334049e+00,4.9288160135226686e+00
2.5876642489028468e+03,4.4404811455910341e+01,7.2823503396109956e+01
1.1141695888468307e+03,3.1055542768689037e+01,5.2494914844873009e+01
5.4011156356685456e+02,3.1486076359902082e+01,5.8474387340819220e+01
2.1374605334437172e+02,1.3060867716962628e+01,2.1888814429381760e+01
2.1261956061396882e+02,1.6922551419049938e+01,3.0440874401461915e+01
5.8830973601850901e+03,4.5786684924574878e+01,4.9434791051617353e+01
2.9142836202925798e+02,1.3472555441874942e+01,2.0495397947039450e+01
5.3027011829482819e+02,1.6715703826723971e+01,2.4480985170172787e+01
3.0468198959243256e+02,9.8125120509446511e+00,8.6065137188261129e+00
4.3824302675029622e+02,1.6134134899534750e+01,2.4813518431956897e+01
5.5858967542806122e+00,1.3616626745112153e+00,1.3179564227853295e+00
3.8786125476213476e+02,3.0465127543501278e+01,5.7764186667637233e+01
2.6856541485759050e+02,2.2136738848080974e+01,4.0986405219052635e+01
6.2649152610440824e+03,6.1161928070858643e+01,9.3292129412422099e+01
7.2247223005453940e+04,1.5228290871771557e+02,1.4705730270851598e+02
6.7920105150833876e+02,2.6520860072278872e+01,4.5964118627603320e+01
2.0922141133783680e+02,2.5667826799805773e+01,4.9347845811871622e+01
3.1257755576581474e+02,1.0567809265338616e+01,1.1067869436256817e+01
2.4014583181249141e+03,3.3807140426609052e+01,4.6902768687190864e+01
2.2070737739088989e+02,2.2560289701258661e+01,4.2667314624248242e+01
4.5548552650355998e+02,2.0625406495831108e+01,3.5174458302142625e+01
2.0331406755115088e+02,9.6383331475501830e+00,1.3322388437978578e+01
2.1297264231584217e+02,2.5493875216021102e+01,4.8936752538395943e+01
1.8622435744139896e+01,2.5318230694707746e+00,2.5982820380323948e+00
6.3578350456502463e+04,1.5388127443593194e+02,1.8469933105017643e+02
