y,x0,x1,x2
2.9606900897992616e-01,1.5913334665145277e+01,3.4619704756229162e+01,6.4626802610843683e+01
1.9317009971511387e-01,3.2373091814475814e+01,6.0442031907539310e+01,1.0078268929048515e+02
6.0387090607969235e-02,4.9010153500453311e-02,9.6141460681975648e+00,1.1586517328269892e+01
7.3211553568195331e-01,2.2883329231868043e+01,5.0251208573602915e+00,6.5805586130727107e+00
1.6336392654345816e-01,8.2145592628743747e-01,1.4887499808709460e+01,2.6446502491706671e+01
1.8391911913268291e-02,6.3067291255471822e-02,6.4795872392093088e+01,8.0150521437074914e+01
4.0814768632645271e-01,2.3102982332031900e+01,1.7109476928323396e+01,2.9022737888313021e+01
2.4459946061564153e-02,9.8380389670297524e-02,6.4764604744645226e+01,1.0002881891261075e+02
4.0408119292240474e-02,3.3384772192497297e-01,4.0697209305722168e+01,3.6256996798014782e+01
4.8876930048067986e-02,5.2701612747930907e-02,2.3035426583871640e+01,4.0545013760944073e+01
7.4099335737485394e-02,3.2270247938986929e-01,3.0725611472692623e+01,5.4859681605705504e+01
1.8592770598925365e-01,1.6148451758287084e+01,3.2311071008798969e+01,4.0058151733269888e+01
3.2944755556243120e-02,1.5319331168905678e-01,4.3512694695139750e+01,5.6979668841387934e+01
6.1289717006369406e-02,9.2138745441386019e-02,3.1956047512440204e+01,6.0449104896251434e+01
1.8952613037622520e-01,2.4838506702020458e+00,1.8816977754324416e+01,3.2242958355205381e+01
5.5259931140904300e-02,4.6484282816275557e-01,3.1669621160879657e+01,3.6582741669852560e+01
4.3160081319809984e-01,3.3381219065230809e+01,1.2093186879144461e+01,1.2834995161446480e+01
3.7246220322673808e-02,2.2093510854175307e-02,1.5340852768571880e+01,2.2303163506216674e+01
1.6665635665520556e-01,1.3276735231114380e+00,9.8744581139771750e+00,1.0036492965534668e+01
5.3545627231832774e-02,1.5372210269897019e-02,8.8065643881893632e+00,1.4450308858829848e+01
1.2264908563298217e-01,3.0476168882990420e+00,3.1986954675677772e+01,4.8938964672904113e+01
2.3997300335044611e-01,5.6263788005460400e+00,2.3766125564891837e+01,4.3062617024003458e+01
1.7280193761964044e-01,3.2367931933601861e+00,2.2837868896740325e+01,3.7715265869922192e+01
3.4791191996034698e-02,4.5878951905215105e-02,2.6679932908871962e+01,4.1478805990245242e+01
1.0077779058891989e-01,1.7394169572523274e-01,8.2293090515189089e+00,1.0449554971298962e+01
5.7469770453745428e-01,2.4483173110928313e+00,2.0565810816490884e+00,2.1277487791979897e+00
7.2622408374208414e-01,4.1291119446005297e+01,7.7130697582983592e+00,1.1414937116166961e+01
3.1156615140994331e-01,2.3924744527393592e+01,3.6752712479371148e+01,6.7825767350294072e+01
2.5587243321173167e-02,1.8350153864969479e-01,7.7671018965692269e+01,1.1285442755972359e+02
6.6320038716303084e-02,2.0742442237163067e-01,1.6160596868249854e+01,1.7747207506259855e+01
2.1308783248784818e-01,2.9272569171736706e+00,1.1822402695519505e+01,1.5963880482720759e+01
3.1947619963678342e-02,3.6158278113110634e-02,3.4202648291991167e+01,5.9887642492921593e+01
4.0470328608834004e-02,2.1429993026299318e-02,2.8331187642813482e+01,5.3843312756955484e+01
4.8783435442186843e-02,2.0610088514722453e+00,8.1011024726402766e+01,8.9158689344162639e+01
1.3970007558016470e-01,1.0530282959020294e+00,1.2429682183521678e+01,1.5528643188941547e+01
3.9305934043665766e-02,9.5031729024007738e-01,8.5462337061803225e+01,1.1653717536233469e+02
2.7715087196697674e-01,1.6956790346046187e+01,1.7543637515979157e+01,2.0540214556864807e+01
4.1398195844895520e-02,4.4841137922515553e-02,1.5082459185279740e+01,1.6781355879785885e+01
7.5271679414333562e-02,4.3808108785881421e-02,7.1961169782749632e+00,1.0396248274313402e+01
1.9115087405150583e-02,1.8609788431632523e-02,3.1369093922023737e+01,3.6434688595984071e+01
8.7488927145295603e-02,2.3610536438288804e-01,2.7794882471382682e+01,5.2254205041458810e+01
1.1233508239273962e-01,2.7062002688756076e-01,1.1583410325718875e+01,1.8586666197218854e+01
4.1830148243373499e-02,2.8691882056016454e-02,1.6450813515771031e+01,2.6602571613806518e+01
2.9586035812987144e-01,3.3335101958088365e-01,2.1248589578910031e+00,2.3399601230227050e+00
5.1444480028886262e-02,2.9053326439668963e+00,9.4510661446863679e+01,1.1870583870265676e+02
7.2826018018600752e-02,1.2941458752404203e-01,2.9068976482446342e+01,5.5177361044688226e+01
2.6085301869840494e-01,3.0468776509747151e+01,3.4746838661446830e+01,5.5729122106791124e+01
6.9479844941836982e-02,2.8378168044527480e-01,2.1607598127039395e+01,3.1486363080199855e+01
1.6599296496343463e-01,4.4921967339647857e+00,1.8835387254460024e+01,2.0694047334914210e+01
5.1864340946272147e-01,4.0568583627897446e+01,2.2376805763819920e+01,4.1285717310915132e+01
9.8622855831424910e-02,2.8875915826621495e-01,2.4460557268811712e+01,4.5876144180653895e+01
2.8372923730439753e-01,8.4808679059104719e-01,3.4902303858973562e+00,3.6520691345432281e+00
4.5032383401387023e-02,3.3702126694739362e-02,2.8325009834029661e+01,5.3277904359971210e+01
2.9043345658151748e-01,5.1851809646662970e+00,2.2900326682000475e+01,4.3540565103214675e+01
4.7686190784219130e-02,2.0189052346044550e-02,2.5200820761105568e+01,4.8466236265945348e+01
7.5788346424466690e-02,8.2627920649523567e-02,2.0763793400809632e+01,3.9202563301670196e+01
5.0207858310139998e-02,3.0518020690813129e-02,2.1138224637216187e+01,3.9401711842417079e+01
1.5931806650167132e-01,1.4381845614222475e+00,2.8191193109490602e+01,5.3146932516758270e+01
5.9509718213521620e-02,2.4290640005708186e-01,2.2379276938747463e+01,2.8687646419772847e+01
1.4749397574582060e-01,9.6462006789041854e-01,2.6789108776829440e+01,5.0625898772911164e+01
1.4478854871902333e-01,4.2032388561381335e+00,3.2175679298096448e+01,5.2340299640675511e+01
4.2787120234522324e-01,1.3678611505458372e+01,1.6577371886301389e+01,3.0385981331387327e+01
4.2623132830124838e-01,3.0938990403125072e+01,1.4160529123435369e+01,2.0077822273950130e+01
4.7635608350681308e-01,7.0068662005965763e+00,5.1031980091931990e+00,6.3488437316060535e+00
6.4333856909533457e-02,1.2116455929448128e+01,1.3239969877349114e+02,1.5909473914196843e+02
1.4393067725341821e-01,4.4567170816536528e-01,1.1838522544569436e+01,2.0247536698813260e+01
4.2857186252238055e-02,1.8845495776397315e-02,1.1204011749682454e+01,1.6444719888301147e+01
1.4462464067738409e-01,2.0917327279166489e+01,6.3466509436406433e+01,9.6702480768057029e+01
6.5133129484969021e-02,1.0916492423416809e+01,1.3026951686376708e+02,1.6635182367032490e+02
5.3993191595397838e-02,6.8542423064616653e-01,4.4895759126617861e+01,6.0667330255712351e+01
3.7378673039177655e-02,2.2742476284455893e-01,5.4989354818972693e+01,8.8499719819449297e+01
5.5978069749342629e-01,3.1448369489449419e+01,2.6352917749253997e+01,5.0818847075628391e+01
5.9402828347149592e-02,1.4009468070452717e+01,1.6164141917630869e+02,1.9304081395517238e+02
7.1067391837555907e-02,8.3632156812685832e-01,3.7950768177663846e+01,5.9012974847549984e+01
4.0339420825946895e-02,5.5754349212719885e-02,3.5365398572105775e+01,6.4616039016215083e+01
2.0499715986672701e-01,3.5612806410980817e+00,2.6144121624132936e+01,4.8201761850726882e+01
1.3640204666869181e-02,1.6242185564936090e-02,5.7217792971306054e+01,8.3813680940852493e+01
2.1058094104974383e-02,2.6694767150615278e-01,9.4463697829269009e+01,8.2982559338828878e+01
2.5350560260600097e-01,3.7326082026518765e+00,1.5774200086818926e+01,2.7813934899145185e+01
1.3996127387039203e-01,1.8117883375331694e+00,1.9552349038025515e+01,2.9415328358217611e+01
3.0414934643784558e-01,3.8328766845103521e+00,8.2667696558889130e+00,1.1650936111193033e+01
1.3694357993589176e-01,2.6407821218110232e+01,7.2189953934843246e+01,1.0184982122649113e+02
1.8743530024503765e-02,4.3184028358464743e-02,6.0017326662516908e+01,8.9094979017615501e+01
8.3386588786514254e-02,2.5079751540681166e+00,4.7376554708330907e+01,6.6978499899553185e+01
4.2613994285324430e-01,9.0832703738745835e+00,9.0897286449468986e+00,1.4961751116017018e+01
2.7281915530404200e-02,6.4717759563552427e-02,5.3087508318646286e+01,8.9782118835986083e+01
2.0690785209828276e-02,1.9632993533971368e-02,3.5344988831510079e+01,5.1802740780836636e+01
3.0126181445614100e-02,7.5025304280208843e-02,3.4863048149702500e+01,4.7171035880638826e+01
1.2165755736122380e-02,5.5855823402791209e-02,1.0421561463894548e+02,1.1794261227377062e+02
1.9482869934738851e+00,3.9569912783994099e+01,1.2829773630027601e+00,1.1235708775668893e+00
8.2283122900693159e-02,1.8899572095422026e-01,1.1781910807301662e+01,1.4901536222292181e+01
1.2006697683024954e-01,2.2059335644428207e-01,1.1095769368508838e+01,1.9230464258287476e+01
1.8062719073830363e-01,6.2374180540151358e-01,9.0645421549792058e+00,1.4850347266507304e+01
1.8859856812283582e-02,1.4399949208344955e-02,3.9044211448213495e+01,6.3221016686866719e+01
4.8053890724393927e-01,1.4737787732492768e+01,2.2084221907531575e+01,4.2633173211405968e+01
1.3706691561965789e-01,2.4594063255396690e+00,1.9062457096853183e+01,2.2485620611174120e+01
1.1544066102847515e-01,3.5098491687292066e-01,1.9163959835346930e+01,3.5202686284346186e+01
8.7643718653930225e-02,2.4938418212408944e-01,1.4807221015133646e+01,2.2430176692420911e+01
3.2865601680960310e-02,1.4308386811576711e-02,2.5134354061501636e+01,4.6201882880943742e+01
5.0295559226450813e-02,2.6424328735083109e-02,1.0085055128511634e+01,1.3984320622093801e+01
3.6278189570506943e-02,1.4730304050558555e-02,2.0631764434132613e+01,3.6995012388297312e+01
2.8360677394747363e-01,2.4752565928528711e+00,1.0290666686807626e+01,1.7693245578588421e+01
3.9169767914066227e-02,6.7468537493630409e-02,2.8917320664528294e+01,4.7289332116690908e+01
3.4303739423081386e-01,3.7786246573293731e+01,1.9663200185454667e+01,2.5318409199008613e+01
1.9810318443152444e-01,2.7028698332058783e+00,2.9029557957609537e+01,5.5060137250207745e+01
1.6729350024715813e-02,4.7711179051385069e-02,6.5121189609630974e+01,8.0417824681333016e+01
3.1566411933540728e-01,4.6848518250491562e+00,1.6750730735438914e+01,3.1132964227404301e+01
2.7927161379241811e-01,1.1966398278970662e+01,2.9824866993124207e+01,5.4890430539388468e+01
1.6368245650179519e-01,2.8197073469607243e+00,2.5784583314162870e+01,4.4828285921956315e+01
1.1470510083358787e-02,9.6695617228402225e-02,1.5073100277965219e+02,1.5145132987863192e+02
3.5817946699598058e-01,2.7600733765502326e+01,3.2998881949764318e+01,6.1207276347240338e+01
4.6699094587304070e-02,4.2635195102633722e-01,4.9842839894744628e+01,7.5188719373918062e+01
3.5908558384622369e-02,1.3918426145174376e-01,3.5196113822435052e+01,4.5346371872279164e+01
2.3961978385536073e-01,2.9192791868585196e+01,3.0884477002605884e+01,4.1682016110270197e+01
3.5747453472796192e-01,1.1112193127940767e+01,8.8523894252539765e+00,8.2087263374164987e+00
1.1864741329794558e-01,2.6014191988132362e-01,8.0419458893237294e+00,9.9844554633286364e+00
5.9793820167414483e-02,3.8476905726848254e-01,2.3777400194519966e+01,2.2607092552235581e+01
3.1505707835126734e-01,1.9519148820951542e+00,4.7492558447833373e+00,5.1200333980829020e+00
4.3692858120078698e-02,1.8092785487479057e-01,2.8784398286545848e+01,3.3270857828046665e+01
6.2854442024129709e-02,4.1307360842663191e-02,8.8231445385992959e+00,1.2050197758892832e+01
4.9543634831546272e-02,3.6483997176935276e-02,2.9936792451931872e+01,5.7376482924926670e+01
2.6385776546178596e-01,2.6996178424625734e+00,1.1917411661772441e+01,2.0612347311304468e+01
2.9919407874207275e-02,2.2588569929373026e-01,7.4136988030034033e+01,1.1658518677594047e+02
7.4703869482294826e-03,3.4839773029909475e-02,1.6571544096270142e+02,1.5896150235424147e+02
1.1441002576579153e-01,3.3633438236094054e-01,1.7191717846344492e+01,3.0828543618974976e+01
1.1149954963842229e-01,2.3241521400446659e+00,3.7783624733519005e+01,6.3652486875773057e+01
1.3999503630252616e-01,4.1756327143596366e+00,4.1526697675753688e+01,7.2939710223988470e+01
4.7017687424769403e-02,2.8697997878152390e-02,1.2019397601347023e+01,1.7404782957270008e+01
9.5449409656763906e-02,1.1525465736343828e-01,1.0626808500666625e+01,1.8001012630002933e+01
1.1376828120368855e-01,4.6093278319886277e-01,2.0181092568437180e+01,3.6227888101150185e+01
3.6550622308772068e-02,1.0914146642638797e-01,2.8270391549396741e+01,3.1026205500346901e+01
4.0372468001993941e-02,1.1584871806812160e-01,3.2416073317799984e+01,4.9229338536043208e+01
4.2926850780091882e-02,1.4608110313466413e-02,1.7491063327205406e+01,3.2224717013234077e+01
2.5412197529398561e-01,4.7996860818150004e+00,2.3658131129130787e+01,4.4016942067617343e+01
1.8778069985281434e-01,1.6207981981205577e+00,1.7219673574649484e+01,3.0448596786423632e+01
2.8666525496015433e-01,1.5733759632929840e+00,4.7344041641400976e+00,4.8546123515361712e+00
3.8535638951054996e-02,2.2138467957180653e-02,3.2697420210144983e+01,6.2365714290038838e+01
7.1453556383782674e-02,4.2022396951013530e+00,5.9601419680252960e+01,5.3207236582924700e+01
8.0097016216299610e-02,2.9822758984786383e+01,1.4214920009465061e+02,1.4883924341920780e+02
4.2239847824131829e-02,3.6876737731739904e-02,1.6850813103005642e+01,2.5529733539619141e+01
8.6771218965206634e-02,6.7302828791926464e-02,6.0702843645314832e+00,6.5525553044397116e+00
1.1085698669285544e-01,8.0683592574089857e-01,2.4193470725533569e+01,4.1922478873676503e+01
1.8468972895358349e-01,1.1293348610261878e+01,3.0701545527555069e+01,4.3788677590300011e+01
4.5315075158215402e-02,1.4568501751629001e-01,2.4813428397341454e+01,3.0533237907930079e+01
1.5556255607338129e-02,1.8700533486249154e-02,4.6614637205061172e+01,5.9941610905829343e+01
2.4125726350860032e-02,4.1982125956521107e-02,4.2301201981347376e+01,6.2783756169506852e+01
1.3954005510180215e-01,4.3935213698611725e-01,6.9894167586674820e+00,6.2261029608852851e+00
1.9419147802194208e-02,1.0584318722296511e-01,8.4451117087959261e+01,1.1740368689250096e+02
2.4554711158995776e-01,1.9995628303248285e+00,1.5451486957793014e+01,2.8597350811592062e+01
1.9574306449917064e-01,1.1128428964468062e+00,9.4927682622203111e+00,1.4507994321026526e+01
6.8748014230520549e-01,3.5124395558570512e+01,7.5987790819204131e+00,1.0975936839664334e+01
2.6504534027119525e-01,4.6465007739179356e+00,2.2127122081288569e+01,4.1467591074153425e+01
8.9522341036451805e-02,1.2956178396494125e-01,2.0386711937236992e+01,3.8362442518058877e+01
1.2752064571653168e-01,3.8342569158753665e+00,4.1609220771859022e+01,7.1981436369983584e+01
9.1496747889311536e-01,2.8341608841330903e+01,3.8621778235588935e+00,4.4909447946298711e+00
6.5637420683394829e-02,2.9223762388425996e+01,1.7847439644046651e+02,1.5604588198779254e+02
3.7649076968101319e-01,3.4006551049979173e+01,1.7742771765102543e+01,2.5175849460660480e+01
3.4662355946769564e-02,5.4718534981763857e-02,2.5846730456554372e+01,3.6366795119698203e+01
9.2751886091721455e-02,2.6169461925787023e+00,5.0844655077523363e+01,8.4607611957805929e+01
1.2284843317366394e-01,1.7393013752045031e-01,5.3777071732803519e+00,4.8993057577101133e+00
2.6147391900239675e-01,1.1452543350000959e+00,5.3471308515807046e+00,7.1768207238398380e+00
3.3258015004954056e-01,4.8814050940553289e+00,7.0120542984781205e+00,8.0616202353846855e+00
2.6904143872873092e-02,1.8937525879856434e-01,6.6045218615927993e+01,8.9075879219230430e+01
3.2054034311639029e-01,5.4959336042342368e+00,1.6991679120535913e+01,3.1512745438544975e+01
9.2953413891787046e-02,1.6317890912395967e+01,9.1503287939466560e+01,1.1210744228224029e+02
3.9666267565635749e-01,1.3100423700728379e+01,1.3691714910943052e+01,2.3369326098373609e+01
4.5051009480885945e-01,3.5979686851899238e+01,1.7459268660045392e+01,2.8317530347943205e+01
9.0518463890554693e-02,8.1614718793402888e-02,6.1379336198092087e+00,6.0153264647461802e+00
2.5989310588782089e-01,5.1938656250833493e+00,1.5955736443490613e+01,2.6975376667288824e+01
4.7389633800540149e-02,4.7639879517317789e-02,1.2181288862288062e+01,1.3184915069088058e+01
6.6587719468454307e-02,5.5012883474386931e-02,1.7000574191848180e+01,3.1205353683839061e+01
1.2732867258941469e-01,4.3841878212645335e+00,2.6432296174935097e+01,2.6584166331394194e+01
2.9954560805304953e-01,9.2306818614364268e+00,1.7879828652843919e+01,3.0408901390448783e+01
6.1611928314229437e-02,1.1414669640534070e-01,2.6193602586143033e+01,4.7789564667002708e+01
7.3613970016004102e-02,1.0817503195399339e-01,9.8991282684326016e+00,1.0619437098927754e+01
3.4995178350973349e-02,4.1189911911064192e-02,2.3347099915568204e+01,3.4786880814961052e+01
2.0043078590249019e-02,1.5780634661845733e-01,8.8905505907778448e+01,1.0697325982039533e+02
7.6141264209829126e-02,4.2340250143474915e-02,8.1559014954594673e+00,1.3156632830179232e+01
2.1035303721209975e-01,3.2227218873599952e+00,1.5045614316546398e+01,2.3449403430891145e+01
1.1085990393847180e-01,4.2255267439399252e-01,1.3404073846429521e+01,2.0040608804876534e+01
3.3244082824041699e-01,6.5264539465163027e+00,7.5791637154502478e+00,7.4187676388737307e+00
6.8192572501987694e-02,2.8943100798687182e-01,2.2609981139674023e+01,3.4097941564744517e+01
4.3813989753525809e-02,5.7116384896945971e-01,6.0250184763848786e+01,8.7199603428657511e+01
1.0744282997438165e-01,1.0226820221899935e+01,7.3626676381070695e+01,1.1565264821631497e+02
2.1619617317770352e-02,6.1371068865388956e-01,1.4001986261481875e+02,1.4645259585427848e+02
2.6773434207621839e-02,1.6799406773835908e+00,1.7059647172996679e+02,1.6413553454260654e+02
2.2715872643267296e-01,3.9197474402677486e+01,4.8838200420449191e+01,7.8859684677968175e+01
8.3728006548945688e-02,4.8711845249062879e-01,2.6956429093054115e+01,4.5862123735404609e+01
1.2087583796746519e+00,1.7747178044202844e+01,1.7823813779004456e+00,1.5995037092944258e+00
2.3194385872455406e-01,1.0115692979652170e+01,1.9476294376638641e+01,2.5220716567314369e+01
2.9310335535688720e-01,1.0848340409346747e+01,3.1677948881024655e+01,5.9885936747295894e+01
1.5481131143781299e-01,1.4441093594466758e-01,3.5251136639351497e+00,3.2114053391843034e+00
4.3855575486602993e-01,1.9862415355957815e+01,1.4804305955020169e+01,2.5304470060335337e+01
4.8901126370522435e-02,1.8030205674548459e-02,2.0988157132929846e+01,3.9979050157582854e+01
1.0262172641154370e-01,1.0823656964464177e+00,2.0526294826486954e+01,2.5834937154438130e+01
7.0852543607808849e-02,9.5735110540146851e-01,3.6642916721815844e+01,5.2144290373532435e+01
1.5298010761195632e-01,7.3817210948262590e-01,9.3272991442132440e+00,1.2251471188659037e+01
3.4104238363969870e-02,4.9692753151179339e-02,3.2381173428269953e+01,5.4307237829302920e+01
1.1751427704133330e-01,6.3762105210823122e-02,4.2555777320219121e+00,5.8441843122967327e+00
3.8921115897787094e-02,3.3939482791524977e-02,2.9747498846337006e+01,5.4345002482890102e+01
6.9293061708261883e-02,1.1188788230977584e+00,3.9937331637677318e+01,5.4976811380085778e+01
2.4040342633910670e-02,1.3567640422749777e-01,6.1362994307721578e+01,7.3170982339191681e+01
8.8570395327170676e-02,3.4317829008796132e+00,4.6507174182110560e+01,6.1264562809581321e+01
5.2984568366718741e-02,3.6819965262920917e-02,1.7793755424871264e+01,3.1918388999616482e+01
1.9930240043382078e-01,2.1161617776824944e+01,3.3075865281346104e+01,4.1052499537300342e+01
9.5819889504549755e-02,6.9382474786250703e-02,5.5794412152981749e+00,6.9341371452222074e+00
4.2463548911726057e-01,1.1860808752495105e+01,2.0225303604370477e+01,3.8442728046838226e+01
1.3240520133057959e-01,4.4575328782960633e-01,1.1126261117557338e+01,1.7410045181585126e+01
1.9646337004410253e-01,1.0506628884889494e+01,3.4832110955435574e+01,5.8802775943780063e+01
1.4486215085612099e-02,1.7999669769174727e-02,6.5509819712727932e+01,1.0563948926276488e+02
5.6358789568032391e-02,3.1018791246157223e-01,3.5859180589585726e+01,5.8323226998559583e+01
1.7705265251542832e-01,9.5858790966718410e-01,8.6884215036551034e+00,1.1043489627135100e+01
2.2151168486229708e-01,2.3701436553791218e+01,3.8495969312600735e+01,6.1091199855566458e+01
1.6142890946702021e-01,8.3745258293460036e+00,2.6880691625413419e+01,2.7657872752049194e+01
2.0667460639284851e-01,1.7671634112962393e+00,1.5700858078960906e+01,2.7957472044612629e+01
5.5796383626905664e-02,4.6225448198877125e-02,1.9813155209871276e+01,3.6162067501502818e+01
1.5173843579455729e-01,4.6740256087147314e+00,2.5372000481196892e+01,3.5170448269204712e+01
1.7179289858076233e-01,1.3525454209913182e-01,3.0509643023889685e+00,3.5878937847137720e+00
6.0854135522159153e-02,1.3626875323296990e+00,4.6322818499261139e+01,4.8871378095648396e+01
1.4813116768182957e-01,5.5551834027726765e-01,2.0145081422764250e+01,3.8109507138493619e+01
9.8433141088270046e-02,7.9267218019701247e-01,1.9074739615363885e+01,2.5524112374619897e+01
3.1602876889586667e-01,2.3705381830075986e+01,2.1929627691517528e+01,3.4079212934677074e+01
1.8045690967447453e-01,1.8680619466624193e+00,2.9945956244785851e+01,5.7137329282072038e+01
3.1072379738619822e-02,4.3680684965051086e-01,7.6373648089616310e+01,9.3876260199397933e+01
2.8027056051022220e-01,1.8405716225014324e+00,6.9455503224950466e+00,1.0533073238294497e+01
1.3022660735964706e-01,3.6145257912819432e+01,9.4831808419619520e+01,1.3954263867220607e+02
2.0043845623231943e-02,5.2895291979694996e-02,6.3497070757139817e+01,9.8095049403301957e+01
3.4943792506616594e-01,5.9847618292077742e+00,7.8969120036049132e+00,1.0390647899391784e+01
4.6827777245825325e-01,1.0349017831484929e+01,7.0593052859341237e+00,9.8279179943115693e+00
3.5541011156117998e-02,1.4390330617599789e-01,3.6408357005485527e+01,4.6094578248290865e+01
4.8789102290028835e-02,2.7489052533123504e+00,8.7799944918525213e+01,8.1855318603311346e+01
1.1346839911416369e-02,1.1367240502565128e-01,1.5946349392506613e+02,1.6051617975877298e+02
3.4735371752764965e-01,8.0408371356934047e+00,1.2070562857403475e+01,1.9955599592527982e+01
1.4814488733282730e-01,6.9357977462118523e+00,2.8324247853238987e+01,3.4398289441267025e+01
2.7806905331891396e-01,9.3612124333289248e+00,2.9526293451129117e+01,5.4989223944804102e+01
1.3376877997273431e-01,1.6008876054445584e-01,4.6011506631785570e+00,4.3886915794533836e+00
2.2107611354366891e-01,1.4147307967870379e+00,1.0835999169729002e+01,1.8355659084182665e+01
8.4891804199284743e-02,1.5287652263538754e-01,1.5344178805232225e+01,2.6124473413667985e+01
4.4299047964415098e-02,6.7527784127928148e-02,2.9136248227880074e+01,5.1200475037780699e+01
1.7021101833003061e-01,1.2101295360340476e+00,2.0480057549866430e+01,3.7874008597642074e+01
3.2419450058802909e-02,1.8069043278024453e+00,1.3539614228510786e+02,1.4002244546733658e+02
3.9770383152063916e-02,1.2289592048369304e-01,3.7179016421805130e+01,5.9536934266278784e+01
2.5896167391122882e-01,2.5657158223806698e+00,7.5606677776427711e+00,8.9594985052133254e+00
1.0434324681405092e-01,7.9609173432692981e-01,1.5435945866858697e+01,1.6396445844604749e+01
1.9996042127701272e-01,1.1411027732407717e+00,1.8216202339760965e+01,3.4430603089366336e+01
2.9120801462367108e-02,2.4383469222235804e-02,3.1653681108580596e+01,5.5523050500979480e+01
6.0689046606069907e-01,3.7688608495192611e+01,9.8810337464278941e+00,1.4551357090419572e+01
6.2924134852655433e-01,3.2641743570165365e+00,2.0133094670069855e+00,1.8690456352912725e+00
5.6997274252283764e-02,1.4703785406552597e-01,2.4212762462056887e+01,3.9298951262501745e+01
8.3082886121775917e-02,4.0698269719204677e-01,2.2481348090605223e+01,3.5853436278909314e+01
2.9210332250862087e-01,3.6612774208831219e+01,2.6470942063421376e+01,3.6612988490934676e+01
1.1565655646385657e-01,2.7247572544367489e+00,4.5290729964665822e+01,8.0406711979884591e+01
6.3998726836027503e-02,1.0153753905378786e+00,5.0745966575904937e+01,8.0492502270477218e+01
4.2728935731327877e-01,1.9547796585651785e+01,1.5844598435735103e+01,2.7423387975570783e+01
3.1106267628839374e-01,4.2894289719427006e+00,1.2356036202501432e+01,2.1549913332864790e+01
6.8505828470921057e-02,8.9753869708518224e+00,1.0554507141498182e+02,1.3644880658287468e+02
6.4354944973302541e-01,3.3498489949642135e+01,8.6190568583339608e+00,1.3038527033505309e+01
7.5925499020617682e-01,3.8439106084341439e+01,8.7451801533320861e+00,1.4642759933236190e+01
8.2187002773216181e-02,2.4327719539617032e-01,3.0013647289489835e+01,5.6148269685470446e+01
